abcnews.306755	pr01	Warren plans to take a 'hard look' at running for president	﻿Warren planira „dobro razmisliti” o kandidaturi na predsjedničkim izborima
kcal.279	pr03	Alford said his son was a star football player at Alemany High School, then a stand-out safety on the Long Beach City College football team. Alford said his son was working toward playing for a Division 1 school and had dreams of becoming a nurse.	Alford je izjavio da mu je sin bio zvijezda američkog nogometa u srednjoj školi Alemany, a kasnije je bio obrambeni igrač za Long Beach City College. Alford je rekao da je cilj njegovog sina bio da počne igrati za školu iz prve divizije i da mu je san bio da postane medicinski tehničar.
kcal.279	pr03	"He was working three jobs," Michael Harvey, a friend, said. "As somebody who's 21, he was a year younger than me, anybody with that type of hustle and work ethic, you tend to look up to."	„Radio je tri posla”, rekao je njegov prijatelj Michael Harvey. „Imam 21 godinu, a on je bio godinu mlađi od mene. Jednostavno se moraš ugledati na osobu s takvom snalažljivošću i radnom etikom.”
kcal.279	pr03	As the investigation into the fatal shooting continues, Alford said he wasn't giving up either.	Dok se istraga o ubojstvu nastavlja, Alford je rekao da ni on ne odustaje.
kcal.279	pr03	"I can assure you, this one is going to get solved," he said.	„Uvjeravam vas da će se ovaj slučaj riješiti”, kazao je.
kcal.279	pr03	Alford is personally offering a $2,000 reward for information that leads to an arrest and conviction. Anyone with information about this crime is urged to call Long Beach police.	Alford osobno nudi nagradu od 2.000 dolara za informaciju koja dovede do uhićenja i osude. Pozivamo sve koji imaju informacije o ovom zločinu da nazovu policiju u Long Beachu.
nytimes.184804	pr04	U.S. Weighed Penalizing El Salvador Over Support for China, Then Backed Off	﻿SAD razmatrao sankcioniranje El Salvadora zbog potpore Kini, ali odustao
nytimes.184804	pr04	Diplomats noted that the Dominican Republic and Panama had already recognized Beijing, with little pushback from Washington.	Diplomati su napomenuli da su Dominikanska Republika i Panama već priznale Peking bez previše otpora iz Washingtona.
nytimes.184804	pr04	Mr. Trump had a warm meeting with President Juan Carlos Varela of Panama in June 2017 and had a hotel in Panama until partners evicted the Trump Organization's management team.	Trump je u lipnju 2017. održao prijateljski sastanak s predsjednikom Paname Juanom Carlosom Varelom i imao je hotel u Panami dok partneri nisu izbacili rukovodeći tim Trumpove organizacije.
nytimes.184804	pr04	State Department officials decided to call back the American chiefs of diplomatic missions from El Salvador, the Dominican Republic and Panama over the "recent decisions to no longer recognize Taiwan," Heather Nauert, the department's spokeswoman, said in a statement early this month.	Dužnosnici američkog ministarstva vanjskih poslova odlučili su opozvati američke veleposlanike iz El Salvadora, Dominikanske Republike i Paname zbog „nedavnih odluka o tome da više neće priznati Tajvan”, izjavila je glasnogovornica ministarstva Heather Nauert ranije ovaj tjedan.
nytimes.184804	pr04	But penalties were only considered against El Salvador, which received an estimated $140 million in American aid in 2017, including for narcotics controls, development and economic support.	Međutim, sankcije su razmatrane samo za El Salvador, koji je prema procjenama 2017. od SAD-a primio potporu vrijednosti 140 milijuna USD, među ostalim za kontrolu narkotika, razvoj i gospodarsku podršku.
nytimes.184804	pr04	The proposed penalties, which included cuts to financial aid and targeted visa restrictions, would have been painful for the Central American country and its high unemployment and murder rates.	Predložene sankcije, koje su uključivale smanjenje financijske pomoći i ciljana ograničenja viza, teško bi pogodile tu zemlju Središnje Amerike s visokim stopama nezaposlenosti i ubojstava.
nytimes.184804	pr04	As internal meetings progressed, North American and Central American officials postponed a high-level conference focused on security and economic prosperity to follow up a similar gathering last year that was seen as a step forward in efforts to prevent migrants from heading to the United States.	Kako su se odvijali unutarnji sastanci, sjevernoamerički i srednjoamerički dužnosnici odgodili su konferenciju visoke razine usmjerenu na sigurnost i gospodarski napredak koja je trebala biti nastavak na slično događanje održano prošle godine, koje se smatralo korakom naprijed u nastojanjima sprječavanja dolazaka migranata u SAD.
nytimes.184804	pr04	But by mid-September, top administration officials made clear that they wanted the conference to go forward, effectively ending any consideration of penalties for El Salvador.	No visoki dužnosnici vlade do sredine rujna jasno su dali do znanja da žele da se konferencija održi, čime je okončano razmatranje sankcija za El Salvador.
nytimes.184804	pr04	Vice President Mike Pence is now slated to address the conference, now scheduled for mid-October, in a signal of the import the administration places on the gathering, the diplomats said.	Potpredsjednik SAD-a Mike Pence trebao bi govoriti na konferenciji koja je sada zakazana za sredinu listopada, kako bi signalizirao koliko je to događanje važno vladi, rekli su diplomati.
nytimes.184804	pr04	And the three American envoys quietly returned to El Salvador, Panama and the Dominican Republic with no new tough messages or punishments from Washington.	Opozvani američki veleposlanici potiho su se vratili u El Salvador, Panamu i Dominikansku Republiku bez novih ozbiljnih poruka ili sankcija iz Washingtona.
nytimes.184804	pr04	A White House spokesman for Mr. Bolton declined to comment on the details of the debate that were described by the three American officials, including two diplomats, who agreed to discuss the internal deliberations on the condition of anonymity.	Boltonov glasnogovornik iz Bijele kuće odbio je komentirati pojedinosti debate koju su opisala tri američka dužnosnika, među njima dva diplomata, koja su pristala razgovarati o unutarnjim raspravama pod uvjetom da ostanu anonimni.
nytimes.184804	pr04	Their accounts were corroborated by an outside analyst who is close to the administration and also spoke on the condition of anonymity.	Njihove izjave potvrdio je vanjski analitičar blizak vladi, koji je također zatražio da ostane anoniman.
nytimes.184862	pr01	Hundreds of Migrant Children Quietly Moved to a Tent Camp on the Texas Border	﻿Stotine djece migranata potajno premještene u šatorski kamp na teksaškoj granici
nytimes.184862	pr01	The number of detained migrant children has spiked even though monthly border crossings have remained relatively unchanged, in part because harsh rhetoric and policies introduced by the Trump administration have made it harder to place children with sponsors.	Broj zadržane djece migranata naglo je porastao unatoč tome što je mjesečni broj prelazaka granice ostao relativno nepromijenjen, a djelomični je razlog tome činjenica da su oštra retorika i politike administracije Donalda Trumpa otežale smještanje djece kod udomitelja.
nytimes.184862	pr01	Traditionally, most sponsors have been undocumented immigrants themselves, and have feared jeopardizing their own ability to remain in the country by stepping forward to claim a child.	Dosad su većinu udomitelja činili sami neprijavljeni imigranti, koji su se bojali da će ugroziti vlastitu mogućnost ostanka u državi ako istupe da bi preuzeli dijete.
nytimes.184862	pr01	The risk increased in June, when federal authorities announced that potential sponsors and other adult members of their households would have to submit fingerprints, and that the data would be shared with immigration authorities.	Taj se rizik povećao u lipnju, kad su savezna nadležna tijela najavila da će potencijalni udomitelji i druge odrasle osobe u njihovim domovima trebati dati otiske prstiju te da će se ti podaci dijeliti s imigracijskim tijelima.
nytimes.184862	pr01	Last week, Matthew Albence, a senior official with Immigration and Customs Enforcement, testified before Congress that the agency had arrested dozens of people who applied to sponsor unaccompanied minors.	Prošlog je tjedna visoki dužnosnik američke imigracijske i carinske službe Matthew Albence svjedočio pred Kongresom da je agencija uhitila desetke ljudi koji su se prijavili za udomljavanje maloljetnika bez pratnje.
nytimes.184862	pr01	The agency later confirmed that 70 percent of those arrested did not have prior criminal records.	Agencija je poslije potvrdila da 70 % uhićenih nije imalo kriminalni dosje.
nytimes.184862	pr01	"Close to 80 percent of the individuals that are either sponsors or household members of sponsors are here in the country illegally, and a large chunk of those are criminal aliens.	„Gotovo 80 posto osoba koje su udomitelji ili ukućani udomitelja nalaze se u državi nezakonito, a velik dio njih čine nezakoniti doseljenici.
nytimes.184862	pr01	So we are continuing to pursue those individuals," Mr. Albence said.	I dalje ćemo goniti te pojedince”, rekao je Albence.
nytimes.184862	pr01	Seeking to process the children more quickly, officials introduced new rules that will require some of them to appear in court within a month of being detained, rather than after 60 days, which was the previous standard, according to shelter workers.	Da bi se slučajevi djece obrađivali brže, službenici su uveli nova pravila, prema kojima će se neka djeca morati pojaviti pred sudom u manje od mjesec dana od dolaska u pritvor, umjesto 60 dana, kako je to dosad bilo, kažu radnici prihvatilišta.
nytimes.184862	pr01	Many will appear via video conference call, rather than in person, to plead their case for legal status to an immigration judge.	Mnoga djeca suđenju neće prisustvovati uživo, nego će svoje argumente za zakoniti status pred imigracijskim sucem iznositi putem vidokonferencijskih poziva.
nytimes.184862	pr01	Those who are deemed ineligible for relief will be swiftly deported.	Djeca koja ne ostvare pravo na pomoć bit će brzo deportirana.
nytimes.184862	pr01	The longer that children remain in custody, the more likely they are to become anxious or depressed, which can lead to violent outbursts or escape attempts, according to shelter workers and reports that have emerged from the system in recent months.	Što dulje djeca ostanu u pritvoru, veća je šansa da će postati anksiozna ili depresivna, što može dovesti do nasilnih ispada ili pokušaja bijega, saznajemo od radnika prihvatilišta i izvještaja koji su proizašli iz sustava u proteklim mjesecima.
nytimes.184862	pr01	Advocates said those concerns are heightened at a larger facility like Tornillo, where signs that a child is struggling are more likely to be overlooked, because of its size.	Pobornici kažu da je taj rizik još veći u velikim ustanovama poput one u Tornillu, gdje je veća vjerojatnost da će znakovi da djeca imaju problema proći nezamijećeno zbog veličine ustanove.
nytimes.184862	pr01	They added that moving children to the tent city without providing enough time to prepare them emotionally or to say goodbye to friends could compound trauma that many are already struggling with.	Dodali su da premještanje djece u šatorska naselja bez pružanja dovoljno vremena za emotivnu pripremu i opraštanje s prijateljima može pogoršati traume s kojom se mnoga djeca već bore.
