abcnews.306755	st01	Warren plans to take a 'hard look' at running for president	Warren planira ozbiljno razmisliti o kandidaturi za predsjednicu
gateway-zh.135	st02	Now, in 2019, there is a hearing to determine whether or not he should be allowed more freedoms, such as unsupervised outings. The decision won't come for a few more weeks, so in the meantime we're left to wonder whether or not this is a good idea. There are two sides to this: one citing his violent behaviour in the past, calling to prevent it from happening again, and the other side which believes in the power of change and rehabilitation.	A sad, u 2019. godini, održat će se saslušanje kako bi se utvrdilo treba li mu se dozvoliti veća razina sloboe, poput izlazaka bez nadzora. Odluka se neće donijeti još nekoliko tjedana, a u međuvremenu se mi moramo pitati je li ovo dobra ideja. Postoje dvije opcije: možemo istaknuti njegovo nasilno ponašanje u prošlosti kako bi se spriječilo da se isto ikad ponovi, ili pak možemo vjerovati u moć promjene i rehabilitacije. 
gateway-zh.135	st02	First, let's examine the more pessimistic side. De Grood did stab and kill five people during a psychotic break. It was a violent and unpredictable attack. He suffers from schizophrenia, which is why he was found not criminally responsible, but has since been seeing a psychiatrist and taking his medication. His psychiatrist, Dr. Santoch Rai, has said in front of the review board that "if Matthew de Grood were to commit another offence, it would be severe." Despite his perceived improvement, there is still risk of re-offense. But is this reason enough to remain afraid? Is it enough to keep de Grood locked up?	Kao prvo, proanalizirajmo onu pesimističnu stranu. De Grood je izbo i ubio petero ljudi tijekom psihotične epizode. Bio je to nasilan i nepredvidiv napad. De Grood pati od shizofrenije, zbog koje i nije proglašen krivim, ali je u međuvremenu počeo ići psihijatru i piti lijekove. Njegov je psihijatar Dr. Santoch Rai pred odborom koji odlučuje o uvjetnom otpuštanju rekao da "ako Matthew de Grood ponovno počini kazneno djelo, ono će biti ozbiljno". Iako se čini kako mu se stanje pobolljšalo, postoji šansa od ponovnog počinjenja kaznenog djela. No je li to dovoljan razlog da se i dalje bojimo? Je li to dovoljno da de Grood ostane iza rešetaka?
gateway-zh.135	st02	As long as de Grood continues to take his medication, there isn't a huge risk of reoffense, so why are people so concerned? I believe the stigma surrounding people with mental illness, particularly those with schizophrenia, largely influences this fear. Certain mental illnesses have become less stigmatized, such as mood and anxiety disorders. But others, including schizophrenia, remain highly stigmatized. This is in large part due to numerous portrayals of schizophrenics as dangerous people with voices in their heads telling them to kill people.	Dok god de Grood nastavi piti lijekove, rizik od ponovnog počinjenja nije velik, zašto su onda ljudi toliko zabrinuti? Vjerujem da je stigma koja okružuje duševno bolesne ljude, posebnice one koji pate od shizofrenije, uzrok tog straha. Određene duševne bolesti nisu toliko stigmatizirane, poput anksioznih poremećaja i poremećaja raspoloženja. A neke druge bolesti, uključujući i shizofreniju, i dalje su izrazito stigmatizirane. Velikim je dijelom to iz razloga što se shizofreničare često prikazuje kao opasne ljude kojima glasovi u glavi govore da ubijaju ljude. 
gateway-zh.135	st02	That was the case in this situation, but these instances are rare, and that's perhaps why we remember them so well when they occur. In fact, the majority of schizophrenic individuals are nonviolent, and are more likely to be the victims rather than the perpetrators of crime or violence. In light of this, it seems unreasonable to insist that de Grood be denied certain freedoms when the fear of re-offense is based more on a prejudiced attitude towards people with schizophrenia than actual likelihood.	To je bio slučaj u ovoj situaciji, ali takvi su primjeri rijetki, a valjda ih zato toliko dobro pamtimo kada se dogode. Štoviše, većina shizofreničara nije nasilna., i čak su češće žrtve nego počinitelji nekog kaznenog djela ili nasilja. U svjetlu toga, čini se nerazumno inzistirati da se de Groodu ne dopuste određene slobode kad se strah od ponovnog počinjenja temelji na predrasudama prema shizofreničarima, a ne na stvarnoj vjerojatnosti.
gateway-zh.135	st02	I don't believe de Grood should ever be unsupervised permanently. A parole-like system where he has to check in to make sure he's still taking his medication could work well. Arguing that he or other mentally ill people remain institutionalized unless absolutely necessary is a form of segregation. It perpetuates the idea that mentally ill people, those with schizophrenia in particular, cannot ever mesh with society; thus continuing the stigma and perpetuating the idea that they are dangerous criminals. He was found not criminally responsible by a court of law, so why should he be treated like a prisoner instead of someone who was ill and is now better?	Ne vjerujem da se de Grooda uopće ne treba promatrati. Dobro bi funkcionirao sustav sličan uvjetnom otpustu, gdje se on mora nekome javljati da bi dokazao da i dalje pije lijekove. Govoriti da bi on ili drugi ljudi s duševnim bolestima trebali ostati institucionalizirani osim ako puštanje na slobodu nije izričito nužno je vrsta segregacije i promiče ideju da se duševni bolesnici, a posebice shizofreničari, ne mogu uklopiti u društvo, a time se dalje promiče stigmatizacije i ideja da su oni opasni kriminalci. Sud je rekao da on nije kazneno odgovoran, pa zašto bi trebao biti tretiran kao zatvorenik, a ne kao osoba koja je bila bolesna, a sada je bolje?
independent.226349	st03	Russian Grand Prix: Lewis Hamilton closes in on world title after team orders hand him win over Sebastian Vettel	Ruski Grand Prix: Lewis Hamilton bliži se tituli svjetskog prvaka nakon što su mu timske naredbe omogućile pobjedu nad Sebastianom Vettelom
independent.226349	st03	It became clear from the moment that Valtteri Bottas qualified ahead of Lewis Hamilton on Saturday that Mercedes" team orders would play a large part in the race.	Čim se Valtteri Bottas u subotu kvalificirao ispred Lewisa Hamiltona, postalo je jasno da će naredbe Mercedesova tima odigrati veliku ulogu u utrci.
independent.226349	st03	From pole, Bottas got a good start and almost hung Hamilton out to dry as he defended his position in the first two turns and invited Vettel to attack his teammate.	Bottas je imao dobar početak iz pol pozicije i gotovo da je ostavio Hamiltona na cjedilu dok je branio svoju poziciju u prva dva zavoja i pozvao Vettela da napadne njegova suigrača.
independent.226349	st03	Vettel went into the pits first and left Hamilton to run into the traffic at the tail of the pack, something which should have been decisive.	Vettel je otišao u boks prvi i ostavio Hamiltona da upadne u gužvu na kraju grupe, nešto što je trebalo biti presudno.
independent.226349	st03	The Mercedes pitted a lap later and came out behind Vettel, but Hamilton went ahead after some wheel-to-wheel action that saw the Ferrari driver reluctantly leave the inside free at risk of holding out after a double-move to defend on the third corner.	Mercedes je idući krug ušao u boks te izišao iza Vettela, ali Hamilton ga je prestigao nakon vožnje rame uz rame u kojoj je vozač Ferrarija nerado napustio unutrašnju stranu s rizikom da neće izdržati dvostruki potez radi obrane pozicije na trećem zavoju.
independent.226349	st03	Max Verstappen started from the back row of the grid and was in seventh by the end of the first lap on his 21st birthday.	Max Verstappen krenuo je sa stražnjeg reda startne rešetke i završio na sedmome mjestu na kraju prvog kruga na svoj 21. rođendan.
independent.226349	st03	He then led for a large part of the race as he held onto his tyres to target a quick finish and overtake Kimi Raikkonen for fourth.	Zatim je vodio većim dijelom utrke te je ubrzao kako bi što prije došao do cilja i pretekao Kimija Raikkonena za četvrto mjesto.
independent.226349	st03	He eventually came into the pits on the 44th lap but was unable to increase his pace in the remaining eight laps as Raikkonen took fourth.	U konačnici je ušao u boks u 44. krugu, ali nije mogao povećati svoju brzinu u preostalih osam krugova dok je Raikkonen zauzeo četvrto mjesto.
independent.226349	st03	It's a difficult day because Valtteri did a fantastic job all weekend and was a real gentleman told let me by.	Ovo je težak dan zato što je Valtteri odradio odličan posao cijeli vikend i bio pravi gospodin.
independent.226349	st03	The team have done such an exceptional job to have a one two," said Hamilton.	"Tim je odradio izuzetno dobar posao kako bi uzeo prvo i drugo mjesto”, izjavio je Hamilton.
kcal.279	st04	Father Remains Hopeful That Suspect Who Fatally Shot Son One Year Ago Will Be Caught	Otac još uvijek vjeruje da će osumnjičeni koji mu je prije godinu dana upucao sina biti uhvaćen
kcal.279	st04	It's been one year since a 20-year-old from Long Beach was fatally shot, but the victim's family isn't giving up hope that the shooter will be caught.	Prošla je godina dana otkad je 20-godišnjak iz Long Beacha ubijen, ali njegova obitelj ne gubi nadu i vjeruje da će ubojica biti uhvaćen.
kcal.279	st04	"I wish I could trade places with you son, I wish I could trade places with you," Guy Alford, the victim's father, said.	"Kad bi samo mogao biti na tvom mjestu, sine, kad bi samo mogao biti na tvom mjestu", rekao je Guy Alford, žrtvin otac.
kcal.279	st04	Alford came back to the scene of the crime exactly one year after his son, Guy Alford III, was gunned down at a Jack In The Box near 52nd and Atlantic. He said he wanted to call attention to his son's unsolved murder.	Alford se vratio na mjesto zločina točno godinu dana nakon što je njegov sin, Guy Alford III, upucan u restoranu brze hrane na križanju 52. ulice i avenije Atlantic. Rekao je da želi skrenuti pozornost na neriješeno ubojstvo svoga sina.
kcal.279	st04	"Somebody knows something, they need to say something," he said.	"Ako netko nešto zna, mora to reći", rekao je.
kcal.279	st04	Security video, which has never been released, showed Alford stopped in the drive-thru when a second car pulled up behind him. Three suspects were then seen getting out of that car. One of them walked up to the driver's side, and shot Alford. The four people in Alford's car jumped out and ran. The suspects were then seen getting back into their car and driving away.	Snimka nadzornih kamera, koja nikad nije objavljena, pokazuje da je Alford stajao u drive-thru prolazu kad je drugi automobil stao iza njega. Tri osumnjičenika su zatim izašla iz automobila. Jedan od njih došao je do vozačeve strane i upucao Alforda. Četvero ljudi u Alfordovom automobilu istrčali su iz auta i pobjegli. Osumnjičenici su se zatim vratili u automobil i odvezli dalje.
kcal.279	st04	"Wherever this coward is, he will get caught," Alford said.	"Gdje god da se nalazi ta kukavica, bit će uhvaćen", rekao je Alford.
kcal.279	st04	This grieving father said he has no idea who would want to hurt his son, and he said he still didn't know who was in the car with him when he was shot.	Tugujući otac rekao je da nema pojma tko bi želio nauditi njegovom sinu, kao i da još uvijek ne zna tko je bio s njim u automobilu kad je upucan.
kcal.279	st04	"They upped and ran out of my son's car like that, where did you run to," Alford said. "Did you go back and try to help him or what? Nobody said nothing."	"Iznenada su samo tako istrčali iz sinovog automobila, gdje ste pobjegli", rekao je Alford. "Jeste li se vratili i pokušali mu pomoći ili što već? Nitko ništa nije rekao".
kcal.279	st04	Alford said his son was a star football player at Alemany High School, then a stand-out safety on the Long Beach City College football team. Alford said his son was working toward playing for a Division 1 school and had dreams of becoming a nurse.	Alford kaže da je njegov sin bio najbolji igrač američkog nogometa srednje škole Alemany, a zatim istaknuti safety u momčadi Long Beach City Collegea. Alford kaže da je njegov sin bio na putu da zaigra za školu koja se natječe u prvoj diviziji te da je sanjao da će postati medicinski tehničar.
